Date_1,Description_1,Deposits,Withdrawls,Balance
Feb,ATM,60,0,640798.7
Mar,IMPS,0,128159.74,512638.96
Apr,ATM,0,51263.9,461375.06
May,Commission,13920.05,0,475295.11
Jun,Tax,0,79215.85,396079.26
Jul,IMPS,0,49509.91,346569.35
Aug,IMPS,0,346569.35,0
Sep,Interest,1026.2,0,1026.2
Oct,Tax,0,102.62,923.58
Nov,Cash,228.65,0,1152.23
Dec,Miscellaneous,0,1152.23,0
Jan,NEFT,3634,0,3634
Feb,Interest,0,726.8,2907.2
Mar,Purchase,0,726.8,2180.4
Apr,Bill,0,726.8,1453.6
May,NEFT,882,0,2335.6
Jun,Reversal,0,291.95,2043.65
Jul,Commission,0,291.95,1751.7
Aug,Miscellaneous,588.6,0,2340.3
Sep,Purchase,0,585.08,1755.22
Oct,Tax,6,0,1761.22
Nov,Transfer,0,220.15,1541.07
Dec,Debit Card,11621,0,13162.07
Jan,NEFT,2060970.5,0,2074132.57
Feb,IMPS,0,207413.26,1866719.31
Mar,ATM,0,622239.77,1244479.54
Apr,Purchase,20823.2,0,1265302.74
May,Tax,0,632651.37,632651.37
Jun,Interest,215731,0,848382.37
Jul,Debit Card,0,94264.71,754117.66
Aug,Debit Card,0,107731.09,646386.57
Sep,Cash,0,92340.94,554045.63
Oct,Debit Card,3.92,0,554049.55
Nov,Tax,0,69256.19,484793.36
Dec,Interest,0,161597.79,323195.57
Jan,Miscellaneous,1057,0,324252.57
Feb,Purchase,0,162126.29,162126.28
Mar,RTGS,0,20265.79,141860.5
Apr,Miscellaneous,154.96,0,142015.46
May,RTGS,1252054.5,0,1394069.96
Jun,Cash,0,278813.99,1115255.97
Jul,IMPS,0,159322.28,955933.69
Aug,IMPS,0,95593.37,860340.32
Sep,Miscellaneous,1956,0,862296.32
Oct,Miscellaneous,0,172459.26,689837.06
Nov,Reversal,0,86229.63,603607.43
Dec,ATM,0,60360.74,543246.69
Jan,Interest,0,108649.34,434597.35
Feb,Tax,714212.25,0,1148809.6
Mar,Commission,31102.59,0,1179912.19
Apr,Interest,7,0,1179919.19
May,Cash,0,1179919.19,0
Jun,Miscellaneous,191777,0,191777
Jul,Purchase,14,0,191791
Aug,Commission,137706.59,0,329497.59
Sep,Bill,0,32949.76,296547.83
Oct,Purchase,0,42363.98,254183.85
Nov,Tax,431,0,254614.85
Dec,Cash,30.8,0,254645.65
Jan,IMPS,0,42440.94,212204.71
Feb,Miscellaneous,0,53051.18,159153.53
Mar,Tax,6.3,0,159159.83
Apr,Miscellaneous,7.7,0,159167.53
May,Commission,1225.92,0,160393.45
Jun,Transfer,188.64,0,160582.09
Jul,Transfer,46.2,0,160628.29
Aug,Cheque,0,26771.38,133856.91
Sep,Debit Card,0,19122.42,114734.49
Oct,RTGS,173562.4,0,288296.89
Nov,Miscellaneous,0,72074.22,216222.67
Dec,Miscellaneous,0,30888.95,185333.72
Jan,Cheque,434,0,185767.72
Feb,NEFT,36.6,0,185804.32
Mar,Transfer,0,61934.77,123869.55
Apr,Commission,3866.7,0,127736.25
May,NEFT,0,31934.06,95802.19
Jun,IMPS,286.7,0,96088.89
Jul,NEFT,13250,0,109338.89
Aug,Cash,166438.75,0,275777.64
Sep,Commission,0,137888.82,137888.82
Oct,Commission,1398908,0,1536796.82
Nov,Debit Card,191,0,1536987.82
Dec,Commission,7.32,0,1536995.14
Jan,Bill,0,192124.39,1344870.75
Feb,Tax,48.3,0,1344919.05
Mar,Interest,0,192131.29,1152787.76
Apr,IMPS,86.84,0,1152874.6
May,ATM,10.87,0,1152885.47
Jun,NEFT,76268.3,0,1229153.77
Jul,ATM,60142,0,1289295.77
Aug,Bill,0,143255.09,1146040.68
Sep,Debit Card,1175541.5,0,2321582.18
Oct,Interest,9155.08,0,2330737.26
Nov,Bill,0,233073.73,2097663.53
Dec,Commission,0,209766.35,1887897.18
Jan,Debit Card,0,188789.72,1699107.46
Feb,Bill,692424,0,2391531.46
Mar,Cheque,2,0,2391533.46
Apr,Transfer,296,0,2391829.46
May,Debit Card,0,597957.37,1793872.1
Jun,Debit Card,0,199319.12,1594552.98
Jul,Purchase,0,398638.25,1195914.73
Aug,Debit Card,3189.7,0,1199104.43
Sep,IMPS,24574.1,0,1223678.53
Oct,Transfer,0,122367.85,1101310.68
Nov,Cheque,0,1101310.68,0
Dec,Transfer,59,0,59
Jan,Debit Card,1,0,60
Feb,Interest,0,10,50
Mar,RTGS,298571,0,298621
Apr,Cheque,0,149310.5,149310.5
May,Debit Card,0,37327.63,111982.88
Jun,Transfer,4,0,111986.88
Jul,Tax,22453.3,0,134440.18
Aug,Commission,490.3,0,134930.48
Sep,Transfer,11.5,0,134941.98
Oct,Purchase,0,33735.5,101206.49
Nov,Cash,0,11245.17,89961.32
Dec,Cash,0,89961.32,0
Jan,Reversal,1764.8,0,1764.8
Feb,ATM,0,294.13,1470.67
Mar,Purchase,0,735.34,735.34
Apr,Transfer,2551.55,0,3286.89
May,Interest,1939278,0,1942564.89
Jun,Reversal,31.46,0,1942596.35
Jul,Tax,0,647532.12,1295064.23
Aug,Cash,1545.6,0,1296609.83
Sep,ATM,1.83,0,1296611.66
Oct,Bill,511.7,0,1297123.36
Nov,Tax,17,0,1297140.36
Dec,IMPS,0,648570.18,648570.18
Jan,Bill,0,324285.09,324285.09
Feb,Cash,0,54047.52,270237.58
Mar,Transfer,0,54047.52,216190.06
Apr,IMPS,0,36031.68,180158.38
May,Transfer,29,0,180187.38
Jun,Cash,0,60062.46,120124.92
Jul,IMPS,0,13347.21,106777.71
Aug,Commission,0,17796.29,88981.42
Sep,ATM,0,11122.68,77858.74
Oct,Commission,11,0,77869.74
Nov,Debit Card,0,11124.25,66745.49
Dec,Reversal,405,0,67150.49
Jan,Purchase,0,11191.75,55958.74
Feb,Transfer,28.4,0,55987.14
Mar,Transfer,2600.1,0,58587.24
Apr,Bill,0,19529.08,39058.16
May,IMPS,0,39058.16,0
Jun,NEFT,15647.24,0,15647.24
Jul,NEFT,258,0,15905.24
Aug,Reversal,7,0,15912.24
Sep,ATM,0,3182.45,12729.79
Oct,ATM,112,0,12841.79
Nov,Cash,0,2568.36,10273.43
Dec,IMPS,110150,0,120423.43
Jan,Miscellaneous,1683.3,0,122106.73
Feb,Debit Card,0,17443.82,104662.91
Mar,Tax,2959,0,107621.91
Apr,Purchase,0,10762.19,96859.72
May,Tax,9,0,96868.72
Jun,Reversal,1054200.2,0,1151068.92
Jul,Purchase,0,127896.55,1023172.37
Aug,Commission,7.5,0,1023179.87
Sep,RTGS,22490.9,0,1045670.77
Oct,Reversal,10794,0,1056464.77
Nov,Transfer,97944.62,0,1154409.39
Dec,ATM,0,164915.63,989493.76
Jan,Commission,2114.1,0,991607.86
Feb,Debit Card,0,198321.57,793286.29
Mar,Purchase,749200,0,1542486.29
Apr,Reversal,23050.9,0,1565537.19
May,NEFT,0,173948.58,1391588.61
Jun,Cash,609.9,0,1392198.51
Jul,Debit Card,0,174024.81,1218173.7
Aug,Purchase,0,203028.95,1015144.75
Sep,Commission,0,169190.79,845953.96
Oct,Bill,0,211488.49,634465.47
Nov,Transfer,0,63446.55,571018.92
Dec,Reversal,7,0,571025.92
Jan,IMPS,0,571025.92,0
Feb,Interest,668,0,668
Mar,Debit Card,828849,0,829517
Apr,Cash,14558.82,0,844075.82
May,Debit Card,0.3,0,844076.12
Jun,Miscellaneous,0,844076.12,0
Jul,Bill,1773052,0,1773052
Aug,Cash,0,1773052,0
Sep,Purchase,393.9,0,393.9
Oct,ATM,0,56.27,337.63
Nov,IMPS,6.5,0,344.13
Dec,Miscellaneous,0,68.83,275.3
Jan,Cash,0,275.3,0
Feb,Transfer,1.71,0,1.71
Mar,IMPS,0,0.43,1.28
Apr,Cheque,6,0,7.28
May,NEFT,0,0.81,6.47
Jun,Cash,0.6,0,7.07
Jul,Cash,0,0.71,6.36
Aug,Purchase,0,0.71,5.65
Sep,RTGS,3601.28,0,3606.93
Oct,Cheque,3065.8,0,6672.73
Nov,Cash,0,2224.24,4448.49
Dec,Transfer,0,4448.49,0
Jan,Cheque,552,0,552
Feb,ATM,0,184,368
Mar,Debit Card,31482,0,31850
Apr,Reversal,17,0,31867
May,Tax,56268.56,0,88135.56
Jun,Purchase,0,0,88135.56
Jul,IMPS,1830.9,0,89966.46
Aug,Cash,0,89966.46,0
Sep,Interest,1996736,0,1996736
Oct,Bill,77,0,1996813
Nov,Tax,0,665604.33,1331208.67
Dec,Interest,126650,0,1457858.67
Jan,NEFT,231703,0,1689561.67
Feb,Debit Card,0,211195.21,1478366.46
Mar,Reversal,0,1478366.46,0
Apr,Commission,13.88,0,13.88
May,NEFT,3071,0,3084.88
Jun,Miscellaneous,0,3084.88,0
Jul,Cash,9.58,0,9.58
Aug,IMPS,303.22,0,312.8
Sep,Transfer,63.51,0,376.31
Oct,Reversal,3.7,0,380.01
Nov,Miscellaneous,1927.14,0,2307.15
Dec,Transfer,0,576.79,1730.36
Jan,Miscellaneous,2.06,0,1732.42
Feb,Interest,0,346.48,1385.94
Mar,Commission,0,153.99,1231.95
Apr,Cheque,468.24,0,1700.19
May,Commission,458.56,0,2158.75
Jun,Commission,0,2158.75,0
Jul,Interest,216.5,0,216.5
Aug,Miscellaneous,1044.5,0,1261
Sep,IMPS,29,0,1290
Oct,Miscellaneous,411377,0,412667
Nov,Miscellaneous,0,68777.83,343889.17
Dec,Purchase,0,343889.17,0
Jan,Commission,52183.56,0,52183.56
Feb,Purchase,0,26091.78,26091.78
Mar,Commission,51.8,0,26143.58
Apr,Miscellaneous,62750.22,0,88893.8
May,NEFT,296.3,0,89190.1
Jun,Bill,49618.9,0,138809
Jul,Tax,0,15423.22,123385.78
Aug,Tax,48,0,123433.78
Sep,RTGS,0,15429.22,108004.56
Oct,Bill,0,108004.56,0
Nov,Miscellaneous,6.4,0,6.4
Dec,RTGS,1502072,0,1502078.4
Jan,Commission,0,751039.2,751039.2
Feb,Miscellaneous,0,93879.9,657159.3
Mar,Bill,1293207,0,1950366.3
Apr,Purchase,0,975183.15,975183.15
May,Cash,0,139311.88,835871.27
Jun,Debit Card,20775,0,856646.27
Jul,Transfer,0,95182.92,761463.35
Aug,NEFT,0,190365.84,571097.51
Sep,Debit Card,0,71387.19,499710.32
Oct,Bill,0,124927.58,374782.74
Nov,Debit Card,26497,0,401279.74
Dec,Bill,149438.09,0,550717.83
Jan,Purchase,0,137679.46,413038.37
Feb,ATM,0,41303.84,371734.53
Mar,ATM,0,61955.76,309778.78
Apr,Cash,12.44,0,309791.22
May,Reversal,138219,0,448010.22
Jun,RTGS,3138.3,0,451148.52
Jul,ATM,0,56393.57,394754.96
Aug,Cash,37,0,394791.96
Sep,Cheque,71906.56,0,466698.52
Oct,IMPS,0,93339.7,373358.82
Nov,ATM,51.8,0,373410.62
Dec,ATM,0,93352.66,280057.96
Jan,Commission,5.12,0,280063.08
Feb,RTGS,0,280063.08,0
Mar,Miscellaneous,3926.61,0,3926.61
Apr,Miscellaneous,32167.95,0,36094.56
May,Cash,861546.5,0,897641.06
Jun,Debit Card,0,99737.9,797903.16
Jul,Purchase,0,88655.91,709247.25
Aug,Transfer,9274.25,0,718521.5
Sep,Miscellaneous,4.6,0,718526.1
Oct,Cheque,0,179631.53,538894.57
Nov,Tax,0,179631.52,359263.05
Dec,NEFT,0,39918.12,319344.93
Jan,ATM,0,35482.77,283862.16
Feb,Bill,1769560.25,0,2053422.41
Mar,NEFT,0,1026711.21,1026711.2
Apr,Tax,23286,0,1049997.2
May,Bill,17795.44,0,1067792.64
Jun,Commission,0,266948.16,800844.48
Jul,Transfer,21841,0,822685.48
Aug,Commission,0,137114.25,685571.23
Sep,IMPS,3639,0,689210.23
Oct,Transfer,0,86151.28,603058.95
Nov,Tax,606704,0,1209762.95
Dec,ATM,0,201627.16,1008135.79
Jan,IMPS,24662,0,1032797.79
Feb,Cash,44.83,0,1032842.62
Mar,Commission,0,206568.52,826274.1
Apr,ATM,0,118039.16,708234.94
May,Cheque,97,0,708331.94
Jun,Tax,203604.5,0,911936.44
Jul,Debit Card,0,455968.22,455968.22
Aug,Miscellaneous,0,455968.22,0
Sep,Miscellaneous,29023,0,29023
Oct,Cheque,0,5804.6,23218.4
Nov,Debit Card,141.32,0,23359.72
Dec,NEFT,0,2335.97,21023.75
Jan,Commission,1241026.5,0,1262050.25
Feb,Cash,0,157756.28,1104293.97
Mar,RTGS,13868,0,1118161.97
Apr,ATM,0,159737.42,958424.55
May,RTGS,0,95842.46,862582.1
Jun,Cheque,0,107822.76,754759.34
Jul,RTGS,0,83862.15,670897.19
Aug,NEFT,0,111816.2,559080.99
Sep,ATM,2,0,559082.99
Oct,Cheque,0,139770.75,419312.24
Nov,Bill,0,139770.75,279541.49
Dec,Miscellaneous,10837.72,0,290379.21
Jan,Debit Card,7.5,0,290386.71
Feb,Transfer,81298.4,0,371685.11
Mar,NEFT,0,185842.56,185842.56
Apr,RTGS,0,26548.94,159293.62
May,Cheque,0,39823.41,119470.22
Jun,Reversal,0,11947.02,107523.2
Jul,Commission,2141,0,109664.2
Aug,Cheque,314931.75,0,424595.95
Sep,Bill,58.11,0,424654.06
Oct,Bill,1570745.2,0,1995399.26
Nov,Cash,141286,0,2136685.26
Dec,Bill,101.5,0,2136786.76
Jan,Interest,2855.9,0,2139642.66
Feb,IMPS,49.1,0,2139691.76
Mar,RTGS,1517886,0,3657577.76
Apr,Reversal,0,1828788.88,1828788.88
May,Purchase,138527.5,0,1967316.38
Jun,Cheque,0,983658.19,983658.19
Jul,Cheque,18835.6,0,1002493.79
Aug,RTGS,1535.1,0,1004028.89
Sep,Purchase,0,1004028.89,0
Oct,Debit Card,253.26,0,253.26
Nov,RTGS,21.9,0,275.16
Dec,Reversal,162200,0,162475.16
Jan,Cheque,0,18052.8,144422.36
Feb,Tax,1416581.2,0,1561003.56
Mar,Bill,0,1561003.56,0
Apr,NEFT,51.28,0,51.28
May,Debit Card,4.3,0,55.58
Jun,Debit Card,406.13,0,461.71
Jul,Tax,57.5,0,519.21
Aug,Commission,64.99,0,584.2
Sep,RTGS,30425.44,0,31009.64
Oct,Miscellaneous,0,3100.96,27908.68
Nov,Purchase,1995733,0,2023641.68
Dec,IMPS,0,289091.67,1734550.01
Jan,RTGS,16201.1,0,1750751.11
Feb,Tax,0,350150.22,1400600.89
Mar,IMPS,0,140060.09,1260540.8
Apr,Interest,341,0,1260881.8
May,NEFT,2944.7,0,1263826.5
Jun,Commission,338.83,0,1264165.33
Jul,Commission,164769.4,0,1428934.73
Aug,Cash,112863.8,0,1541798.53
Sep,Tax,0,256966.42,1284832.11
Oct,Cheque,56570.5,0,1341402.61
Nov,Miscellaneous,287766,0,1629168.61
Dec,Reversal,114602.22,0,1743770.83
Jan,NEFT,0,174377.08,1569393.75
Feb,ATM,6.9,0,1569400.65
Mar,RTGS,2478,0,1571878.65
Apr,ATM,16.27,0,1571894.92
May,ATM,0,261982.49,1309912.43
Jun,Debit Card,0,130991.24,1178921.19
Jul,NEFT,5,0,1178926.19
Aug,Tax,1861592,0,3040518.19
Sep,Purchase,1.9,0,3040520.09
Oct,Bill,0,337835.57,2702684.52
Nov,Miscellaneous,0,386097.79,2316586.73
Dec,Transfer,2074.02,0,2318660.75
Jan,Commission,0,386443.46,1932217.29
Feb,Interest,0,386443.46,1545773.83
Mar,ATM,50,0,1545823.83
Apr,Cheque,0,193227.98,1352595.85
May,IMPS,0,338148.96,1014446.89
Jun,RTGS,0,101444.69,913002.2
Jul,Interest,28798.7,0,941800.9
Aug,ATM,374352.75,0,1316153.65
Sep,ATM,0,1316153.65,0
Oct,Cheque,32488,0,32488
Nov,Cheque,0,8122,24366
Dec,Miscellaneous,0,2707.33,21658.67
Jan,ATM,0,7219.56,14439.11
Feb,Tax,12.1,0,14451.21
Mar,Interest,0,2408.54,12042.68
Apr,IMPS,0,1720.38,10322.3
May,Interest,0,2064.46,8257.84
Jun,Tax,446.7,0,8704.54
Jul,NEFT,96,0,8800.54
Aug,Purchase,18393.7,0,27194.24
Sep,Transfer,943.9,0,28138.14
Oct,NEFT,861327,0,889465.14
Nov,Cheque,478.3,0,889943.44
Dec,IMPS,0,127134.78,762808.66
Jan,Interest,0,84756.52,678052.14
Feb,Debit Card,1574226,0,2252278.14
Mar,Bill,0,450455.63,1801822.51
Apr,RTGS,1.8,0,1801824.31
May,Tax,0,257403.47,1544420.84
Jun,Bill,0,154442.08,1389978.76
Jul,Debit Card,0,277995.75,1111983.01
Aug,IMPS,97668.3,0,1209651.31
Sep,Reversal,0,1209651.31,0
Oct,RTGS,16810.88,0,16810.88
Nov,Transfer,0,2401.55,14409.33
Dec,Cash,0,2401.56,12007.78
Jan,Purchase,3.22,0,12011
Feb,NEFT,0,4003.67,8007.33
Mar,RTGS,0,1143.9,6863.43
Apr,Interest,0,6863.43,0
May,Cheque,1496822.5,0,1496822.5
Jun,Reversal,18.96,0,1496841.46
Jul,Interest,0,299368.29,1197473.17
Aug,Cash,0,199578.86,997894.31
Sep,Debit Card,0,249473.58,748420.73
Oct,Cheque,5.1,0,748425.83
Nov,Miscellaneous,1970363,0,2718788.83
Dec,Debit Card,0,679697.21,2039091.62
Jan,Bill,2,0,2039093.62
Feb,Commission,0,407818.72,1631274.9
Mar,NEFT,0,233039.27,1398235.63
Apr,Interest,0,349558.91,1048676.72
May,IMPS,0,131084.59,917592.13
Jun,Transfer,0,152932.02,764660.11
Jul,Tax,0,84962.23,679697.88
Aug,RTGS,0,0,679697.88
Sep,Interest,0,113282.98,566414.9
Oct,Miscellaneous,189245.3,0,755660.2
Nov,NEFT,121496,0,877156.2
Dec,Reversal,99009,0,976165.2
Jan,Cheque,124,0,976289.2
Feb,Purchase,49.4,0,976338.6
Mar,Transfer,7098.61,0,983437.21
Apr,Reversal,0,491718.61,491718.6
May,ATM,0,54635.4,437083.2
Jun,ATM,0,48564.8,388518.4
Jul,Reversal,736818,0,1125336.4
Aug,Bill,0,225067.28,900269.12
Sep,Interest,0,900269.12,0
Oct,Debit Card,789235.25,0,789235.25
Nov,Purchase,0,789235.25,0
Dec,Interest,4.77,0,4.77
Jan,Reversal,155,0,159.77
Feb,Commission,62.2,0,221.97
Mar,Debit Card,0,22.2,199.77
Apr,Miscellaneous,1517.3,0,1717.07
May,Commission,1330025.5,0,1331742.57
Jun,Bill,0,1331742.57,0
Jul,Debit Card,338.4,0,338.4
Aug,Tax,0,84.6,253.8
Sep,Transfer,0,36.26,217.54
Oct,NEFT,0,24.17,193.37
Nov,Bill,6674.5,0,6867.87
Dec,Debit Card,0,1373.57,5494.3
Jan,Cheque,34896,0,40390.3
Feb,Debit Card,7.3,0,40397.6
Mar,Miscellaneous,0,6732.93,33664.67
Apr,Purchase,0,3740.52,29924.15
May,Miscellaneous,344,0,30268.15
Jun,ATM,1234562.2,0,1264830.35
Jul,Transfer,0,421610.12,843220.23
Aug,Interest,0.8,0,843221.03
Sep,Bill,0,84322.1,758898.93
Oct,Transfer,3791.6,0,762690.53
Nov,NEFT,0,108955.79,653734.74
Dec,RTGS,0,108955.79,544778.95
Jan,Cash,17169,0,561947.95
Feb,Purchase,724968.2,0,1286916.15
Mar,Cash,34,0,1286950.15
Apr,RTGS,0,1286950.15,0
May,Interest,3798.08,0,3798.08
Jun,Interest,107.41,0,3905.49
Jul,Interest,0,488.19,3417.3
Aug,Miscellaneous,0,341.73,3075.57
Sep,NEFT,0,512.6,2562.98
Oct,Bill,7119.2,0,9682.18
Nov,Reversal,22716,0,32398.18
Dec,IMPS,328107.8,0,360505.98
Jan,Miscellaneous,30587,0,391092.98
Feb,ATM,0,39109.3,351983.68
Mar,ATM,0,70396.74,281586.94
Apr,Purchase,0,56317.39,225269.55
May,Interest,0,56317.39,168952.16
Jun,Interest,0,28158.69,140793.47
Jul,Cheque,1400694,0,1541487.47
Aug,Bill,2921,0,1544408.47
Sep,Transfer,61946.9,0,1606355.37
Oct,RTGS,11949.4,0,1618304.77
Nov,Interest,0.32,0,1618305.09
Dec,Debit Card,0,179811.68,1438493.41
Jan,ATM,0,179811.68,1258681.73
Feb,Tax,6.46,0,1258688.19
Mar,Purchase,0,179812.6,1078875.59
Apr,Commission,4496.9,0,1083372.49
May,Transfer,10365.7,0,1093738.19
Jun,Commission,0,156248.31,937489.88
Jul,Interest,0,187497.98,749991.9
Aug,Reversal,0,149998.38,599993.52
Sep,Cash,3836.3,0,603829.82
Oct,Cash,0,86261.4,517568.42
Nov,Cash,7.7,0,517576.12
Dec,Tax,0,258788.06,258788.06
Jan,NEFT,0,25878.81,232909.25
Feb,Reversal,30.1,0,232939.35
Mar,Interest,2671.53,0,235610.88
Apr,Debit Card,0,58902.72,176708.16
May,Debit Card,1.54,0,176709.7
Jun,Cheque,0,44177.43,132532.28
Jul,Reversal,0,33133.07,99399.21
Aug,ATM,2600,0,101999.21
Sep,NEFT,62.7,0,102061.91
Oct,RTGS,0,20412.38,81649.53
Nov,Interest,0,8164.95,73484.58
Dec,Purchase,2.01,0,73486.59
Jan,Bill,1.17,0,73487.76
Feb,Cheque,151705.5,0,225193.26
Mar,Cash,0,28149.16,197044.1
Apr,Interest,1796809.75,0,1993853.85
May,Reversal,1623344,0,3617197.85
Jun,Tax,0,516742.55,3100455.3
Jul,Tax,0,310045.53,2790409.77
Aug,Cheque,0,279040.98,2511368.79
Sep,NEFT,5.2,0,2511373.99
Oct,ATM,36,0,2511409.99
Nov,Tax,652100,0,3163509.99
Dec,Interest,0,1054503.33,2109006.66
Jan,Transfer,49,0,2109055.66
Feb,Interest,569109,0,2678164.66
Mar,Cheque,0,535632.93,2142531.73
Apr,Interest,229.8,0,2142761.53
May,Commission,417.31,0,2143178.84
Jun,Cash,0,357196.47,1785982.37
Jul,Interest,27,0,1786009.37
Aug,Miscellaneous,2019,0,1788028.37
Sep,Cheque,44,0,1788072.37
Oct,IMPS,0,178807.24,1609265.13
Nov,IMPS,0,402316.28,1206948.85
Dec,Transfer,81,0,1207029.85
Jan,Cheque,2080854.5,0,3287884.35
Feb,Reversal,0,1095961.45,2191922.9
Mar,Commission,0,273990.36,1917932.54
Apr,Cash,1165275.75,0,3083208.29
May,Bill,0,513868.05,2569340.24
Jun,ATM,9435.5,0,2578775.74
Jul,Purchase,186395,0,2765170.74
Aug,RTGS,0,395024.39,2370146.35
Sep,NEFT,403.6,0,2370549.95
Oct,Transfer,0,395091.66,1975458.29
Nov,IMPS,8500.59,0,1983958.88
Dec,Cash,5.04,0,1983963.92
Jan,IMPS,0,396792.78,1587171.14
Feb,Purchase,893575.25,0,2480746.39
Mar,Bill,0,1240373.2,1240373.2
Apr,Cheque,0,177196.17,1063177.03
May,Commission,0,1063177.03,0
Jun,Purchase,4,0,4
Jul,Cheque,0,4,0
Aug,Cash,85.2,0,85.2
Sep,Cash,5.8,0,91
Oct,Purchase,298.54,0,389.54
Nov,Transfer,689671,0,690060.54
Dec,Reversal,0,172515.14,517545.4
Jan,Cash,238379,0,755924.4
Feb,Cash,2938,0,758862.4
Mar,Transfer,324.6,0,759187
Apr,Debit Card,0,84354.11,674832.89
May,Transfer,0,674832.89,0
Jun,Commission,1108.7,0,1108.7
Jul,IMPS,5,0,1113.7
Aug,IMPS,0,1113.7,0
Sep,Reversal,1457838,0,1457838
Oct,Commission,0,208262.57,1249575.43
Nov,Cash,38.3,0,1249613.73
Dec,Tax,0,178516.25,1071097.48
Jan,Tax,10275.1,0,1081372.58
Feb,ATM,2,0,1081374.58
Mar,Cash,127422.38,0,1208796.96
Apr,Cheque,0,402932.32,805864.64
May,RTGS,0,805864.64,0
Jun,ATM,1.44,0,1.44
Jul,Tax,0,0.16,1.28
Aug,NEFT,0,0.16,1.12
Sep,NEFT,40188,0,40189.12
Oct,Commission,4.28,0,40193.4
Nov,NEFT,0,13397.8,26795.6
Dec,Reversal,0,2977.29,23818.31
Jan,Bill,0,2977.29,20841.02
Feb,IMPS,44.44,0,20885.46
Mar,Purchase,0,2983.64,17901.82
Apr,RTGS,0,2557.4,15344.42
May,Reversal,0,15344.42,0
Jun,Reversal,12585.08,0,12585.08
Jul,Cash,29631.5,0,42216.58
Aug,Cheque,488.3,0,42704.88
Sep,Miscellaneous,3970.84,0,46675.72
Oct,Cheque,14920,0,61595.72
Nov,Cheque,0,15398.93,46196.79
Dec,Miscellaneous,0,4619.68,41577.11
Jan,Tax,0,5939.59,35637.52
Feb,Cheque,1274,0,36911.52
Mar,IMPS,0,9227.88,27683.64
Apr,Reversal,207263,0,234946.64
May,IMPS,0,234946.64,0
Jun,Bill,19.55,0,19.55
Jul,Cash,41,0,60.55
Aug,Interest,46.36,0,106.91
Sep,NEFT,0,53.46,53.46
Oct,Debit Card,0,53.46,0
Nov,Transfer,243065.38,0,243065.38
Dec,Transfer,500.48,0,243565.86
Jan,Cheque,0,40594.31,202971.55
Feb,RTGS,0,67657.18,135314.37
Mar,Cheque,0,27062.87,108251.5
Apr,Debit Card,17602,0,125853.5
May,Cash,0,25170.7,100682.8
Jun,ATM,0,14383.26,86299.54
Jul,Cash,91.7,0,86391.24
Aug,IMPS,3,0,86394.24
Sep,Cash,0,17278.85,69115.39
Oct,IMPS,0,9873.63,59241.76
Nov,Commission,27367,0,86608.76
Dec,Tax,974999.8,0,1061608.56
Jan,ATM,0,265402.14,796206.42
Feb,Bill,1738,0,797944.42
Mar,Miscellaneous,0,88660.49,709283.93
Apr,Transfer,0,70928.39,638355.54
May,ATM,0,79794.44,558561.1
Jun,Debit Card,0,279280.55,279280.55
Jul,Bill,2.8,0,279283.35
Aug,Cheque,0,39897.62,239385.73
Sep,Reversal,0,47877.15,191508.58
Oct,Reversal,1632387.2,0,1823895.78
Nov,NEFT,0,911947.89,911947.89
Dec,IMPS,0,455973.95,455973.94
Jan,ATM,1700702.5,0,2156676.44
Feb,Cheque,0,0,2156676.44
Mar,Bill,0,308096.63,1848579.81
Apr,IMPS,15477,0,1864056.81
May,Transfer,0,266293.83,1597762.98
Jun,Reversal,0,266293.83,1331469.15
Jul,Debit Card,0,665734.58,665734.57
Aug,Debit Card,0,133146.91,532587.66
Sep,Tax,133.7,0,532721.36
Oct,Bill,0,76103.05,456618.31
Nov,Cash,0,76103.05,380515.26
Dec,Commission,0,126838.42,253676.84
Jan,Cash,138.7,0,253815.54
Feb,Bill,0,36259.36,217556.18
Mar,Interest,142187.1,0,359743.28
Apr,Cheque,0,44967.91,314775.37
May,Transfer,3897,0,318672.37
Jun,Cash,1247762.25,0,1566434.62
Jul,Tax,0,391608.66,1174825.97
Aug,Reversal,89205.97,0,1264031.94
Sep,Debit Card,0,158003.99,1106027.95
Oct,Cash,0,221205.59,884822.36
Nov,Cash,0,884822.36,0
Dec,RTGS,0.83,0,0.83
Jan,Reversal,7.9,0,8.73
Feb,RTGS,0,0.97,7.76
Mar,Cash,0,1.94,5.82
Apr,IMPS,0,0.97,4.85
May,Cash,476.76,0,481.61
Jun,Miscellaneous,13840.43,0,14322.04
Jul,Interest,0,1790.26,12531.78
Aug,Bill,0,1392.42,11139.36
Sep,ATM,2964.86,0,14104.22
Oct,Miscellaneous,0,2820.84,11283.38
Nov,Commission,2,0,11285.38
Dec,NEFT,1389628,0,1400913.38
Jan,Commission,0,200130.48,1200782.9
Feb,Transfer,0,300195.73,900587.18
Mar,Bill,30845.9,0,931433.08
Apr,Debit Card,3.8,0,931436.88
May,Debit Card,0,116429.61,815007.27
Jun,NEFT,233784.5,0,1048791.77
Jul,IMPS,0,1048791.77,0
Aug,Reversal,769,0,769
Sep,Debit Card,0,256.33,512.67
Oct,Bill,0,256.34,256.33
Nov,Cheque,1,0,257.33
Dec,Miscellaneous,0,25.73,231.6
Jan,Debit Card,254844,0,255075.6
Feb,ATM,191445.28,0,446520.88
